species	Merian	nb_fusion	nb_fission	size	chrom_size	tot_bp_A	tot_bp_B	avg_PC1	avg_insulation	avg_TAD_length	avg_ratio_inter_intra	avg_S	avg_slope_loglog_all	avg_slope_loglog_0_10	avg_R1_interchrom	avg_R1_interchrom_norRNA	strength
Etriaria	M21	4	2	15903026	27210377	4520000	10680000	-0.363633	0.0950399	306196	11.0389	2.30296	-0.425286	-0.533217	8.51677e-4	8.66174e-4	3.184950733
Mcinxia	M21	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M21	0	0	14019059	14033375	NA	NA	NA	NA	301136	25.6947	2.08416	-0.0824231	-0.214124	3.89586e-4	3.8831e-4	2.462167647
X2575	M21	0	0	18063835	18154764	12760000	4200000	0.349331	0.0459496	283571	3.06062	2.35597	-0.242652	-0.387558	0.00156926	0.00157759	3.253815748
X2576	M21	0	0	18808227	18876330	13760000	3840000	0.350529	0.0511615	309767	2.96099	2.34858	-0.300378	-0.435044	0.0018048	0.00179256	2.899093395
X3252	M21	0	0	18491468	18530825	5600000	11480000	-0.257888	0.0642412	328645	7.27712	2.51786	-0.275751	-0.369099	0.00123344	0.00123533	3.040969796
X3258	M21	6	13	17245451	53625971	11120000	4880000	0.280727	0.129212	309691	1.77086	2.24684	-0.732365	-0.74928	0.00132256	0.00135207	2.98408095
X3311	M21	3	0	15267072	32892634	7360000	7480000	0.0350595	0.106756	289635	3.97792	2.19369	-0.501213	-0.599104	0.0017628	0.00177832	2.933024513
X3506	M21	3	0	17882715	17886270	9600000	7080000	0.316657	0.0451424	332906	1.3295	2.32664	-0.312487	-0.501724	8.02497e-4	7.87362e-4	4.223621707
X3531	M21	6	14	17475596	53695017	9400000	6960000	0.217073	0.0105096	297172	0.655199	2.33803	-0.850614	-0.830881	0.0014585	0.0014613	3.926116711
X3737	M21	6	13	15851067	53234969	10160000	4960000	0.433574	0.238258	292057	1.22244	2.14176	-0.582549	-0.716356	0.0015436	0.00156764	3.333418742
C0001	M22	3	1	16915446	17046970	NA	NA	NA	NA	357386	NA	NA	-0.296526	-0.542952	0.00111821	0.0011354100000000001	4.351660942
C0055	M22	0	1	17150549	8936223	6280000	9600000	-0.0759776	0.0445756	347467	8.12874	2.25877	-0.385469	-0.385469	0.00137746	0.00139496	4.04500142
C0080	M22	5	5	15902122	100512774	12280000	3000000	0.610184	0.0933657	325250	0.900042	2.33607	-0.554802	-0.611851	4.93007e-4	4.99375e-4	3.569580367
C0100	M22	4	5	15733885	11601918	6480000	8560000	0.0930882	-0.00717478	367976	22.6032	2.21962	-0.251633	-0.251633	2.7038e-4	2.71419e-4	4.054683422
Eaethiops	M22	2	1	15679797	32713796	4960000	9560000	-0.256237	0.082633	343667	11.274	2.68604	-0.35415	-0.43334	8.63936e-4	8.65846e-4	3.097827229
Ealbergana	M22	2	1	15682285	34686210	6320000	8040000	-0.185568	-0.0367197	1077430	1.25322	3.38263	-0.779809	-0.799685	0.00155541	0.00155104	4.580332667
Ebubastis	M22	0	0	17050364	17168523	5840000	10400000	-0.160409	0.0689117	331837	16.6226	2.09508	-0.164358	-0.324301	2.393e-4	2.37706e-4	4.176881236
Echristi	M22	2	1	18076809	18114663	6160000	11000000	-0.11749	0.058076	373543	16.3808	2.37735	-0.250997	-0.398029	3.6628e-4	3.68038e-4	3.626529934
Edisa	M22	0	0	19647212	19686399	6920000	11160000	-0.0162837	0.0816525	340132	13.9763	2.0058	-0.214114	-0.407828	6.94624e-4	6.92924e-4	4.411784457
Eembla	M22	0	0	19190407	19201324	6480000	11240000	-0.110758	0.0890618	370260	13.7916	2.0095	-0.206215	-0.403993	0.00150671	0.00150709	3.862809077
Eepiphron	M22	4	1	18366043	52270995	10040000	6600000	0.289061	0.0231922	368688	4.8038	2.03656	-0.790833	-0.782716	0.00126003	0.00126651	3.37380874
Eeriphyle	M22	0	0	17015911	17024574	6360000	9914071	0.0829606	0.0590088	336375	8.77977	2.05514	-0.238975	-0.330828	7.45087e-4	7.52125e-4	5.956540048
Eflavofasciata	M22	2	1	18502925	18552431	6360000	11200000	-0.147461	0.0618756	320519	7.30725	2.3233	-0.348554	-0.470773	6.86238e-4	6.70924e-4	3.875396602
Egorge	M22	3	1	16913524	17091388	6200000	9920000	-0.0265264	0.0628887	337778	14.0443	2.15264	-0.263568	-0.437942	6.86932e-4	6.90023e-4	5.056152445
Eligea	M22	0	0	17499037	17510833	6400000	9680000	-0.0219914	0.0552901	317902	0.745429	2.46959	-0.277529	-0.412623	0.00233659	0.00237931	4.712035974
Emanto	M22	0	0	17185393	17315353	6000000	10520000	-0.202499	0.0459533	332196	21.1179	2.35161	-0.268069	-0.428522	3.28177e-4	3.25627e-4	3.443701777
Emedusa	M22	4	1	16151341	35859892	3200000	12120000	-0.474636	-0.0612368	364791	9.18491	2.25645	-0.400843	-0.528109	2.7737e-4	2.76485e-4	2.938262422
Emelampus	M22	1	1	16226678	26553488	4600000	10720000	-0.271857	-0.0197886	358023	8.26494	2.22318	-0.418051	-0.527543	4.65504e-4	4.66398e-4	3.864580984
Emelancholica	M22	3	3	17110535	17111114	5560000	10840000	-0.242757	0.0543493	320958	20.1761	2.12871	-0.21902	-0.353979	8.02993e-4	8.13511e-4	3.786038715
Emeolans	M22	4	1	16552495	33909082	5520000	10400000	-0.251118	0.00902812	384000	6.85436	2.07682	-0.54084	-0.61543	3.68076e-4	3.67758e-4	3.755053186
Emnestra	M22	3	1	14762635	49598398	2600000	11640000	-0.612833	0.11506	352333	4.00943	2.14797	-0.441427	-0.533314	4.22517e-4	4.20313e-4	3.673595911
Emontana	M22	3	3	18178323	18251447	6520000	10600000	-0.0420986	0.0875045	378532	18.0181	2.16252	-0.186539	-0.354187	2.15169e-4	2.1404e-4	3.428806354
Epalarica	M22	4	1	17178333	35371117	5840000	10000000	-0.195206	-0.00136719	354809	3.68496	2.52456	-0.730369	-0.776832	0.00105124	0.00107157	3.212741288
Epharte	M22	4	1	20564407	31771153	2840000	11120000	-0.538209	0.124629	511764	1.22326	2.74963	-0.759564	-0.735982	0.00255332	0.00253339	3.698248666
Epronoe	M22	3	3	16942488	16957760	4160000	8840000	-0.356218	0.0631667	471758	3.37867	2.83227	-0.50684	-0.60291	0.00270001	0.00268752	3.870987304
Erondoui	M22	5	6	18842589	27318473	6000000	11600000	-0.185133	0.0734594	362375	10.5214	2.08563	-0.356983	-0.460501	6.54388e-4	6.59859e-4	3.419920015
Estirius	M22	3	3	17402048	17540758	5520000	11000000	-0.245149	0.0618799	348143	9.01133	2.17149	-0.252873	-0.390753	5.17014e-4	5.16105e-4	3.970037793
Esudetica	M22	1	1	15882709	26628098	4440000	10640000	-0.403461	0.0227647	362302	11.7919	2.31695	-0.398292	-0.516532	3.74156e-4	3.7522e-4	4.137226121
Etriaria	M22	4	1	15786523	35514798	3560000	11640000	-0.508979	-0.0604838	358415	7.87989	2.26426	-0.400844	-0.529288	8.05885e-4	8.08343e-4	3.37101772
Mcinxia	M22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M22	0	0	13511844	13525129	NA	NA	NA	NA	341306	26.8438	2.1124	-0.174398	-0.229948	3.91233e-4	3.915e-4	3.531990084
X2575	M22	0	0	16883325	17746339	6920000	8880000	0.109634	0.0454854	348191	3.17242	2.32254	-0.279582	-0.347098	0.00161642	0.00160662	4.546010043
X2576	M22	0	0	18689500	18709903	7680000	9520000	0.145387	0.0636454	354571	2.86912	2.35118	-0.336395	-0.405981	0.00173642	0.00172698	4.073149899
X3252	M22	0	0	18545493	18607849	6040000	11120000	-0.19832	0.0699979	385913	7.22127	2.45981	-0.22806	-0.315982	0.00124309	0.00124383	3.844000943
X3258	M22	5	5	16654003	45556366	5800000	10040000	-0.075919	0.128959	357136	2.34101	2.23486	-0.430051	-0.519585	0.00129598	0.00130776	3.959676777
X3311	M22	3	3	14731661	36434408	4520000	9640000	-0.19327	0.124156	306267	3.52046	2.14316	-0.460626	-0.525478	0.00173596	0.00173571	3.72045928
X3506	M22	3	3	17380445	18243234	7600000	8720000	0.200397	0.0350038	320154	1.25749	2.27048	-0.307898	-0.438647	8.3739e-4	8.25389e-4	5.591430221
X3531	M22	5	6	17622672	72478779	4080000	12520000	-0.650185	0.0265147	340176	0.716582	2.30811	-0.501439	-0.567541	0.00132882	0.00133522	4.515460948
X3737	M22	5	5	16758937	46561267	7000000	8800000	0.10946	0.131332	367293	1.36163	2.11258	-0.581927	-0.63441	0.00141468	0.00139835	4.244668337
C0001	M23	7	1	13898341	29433780	5960000	7280000	-0.109803	0.030615	294391	4.6808	2.34661	-0.437846	-0.512721	0.00110908	0.00111104	2.751503748
C0055	M23	1	2	15547433	11269880	5280000	8000000	-0.240249	0.0694113	316064	5.78438	2.17509	-0.279737	-0.354468	0.00148992	0.0014827	6.478110372
C0080	M23	4	13	16969443	68248669	5520000	10240000	-0.324952	0.0999281	294509	0.741648	2.23225	-0.747346	-0.725299	5.60598e-4	5.65164e-4	3.427801707
C0100	M23	3	13	16057638	8702540	5920000	8000000	-0.0777433	0.0451748	312979	32.3623	2.16992	-0.406599	-0.406599	2.85016e-4	2.84556e-4	3.42510687
Eaethiops	M23	3	0	14197924	32635269	5680000	6680000	-0.132047	0.139324	339537	11.5334	2.46976	-0.313338	-0.386404	9.13137e-4	9.0633e-4	3.02657984
Ealbergana	M23	3	0	13897022	33935044	5200000	7040000	-0.280795	0.0223901	617278	1.38638	3.32991	-0.660413	-0.738009	0.00164697	0.00165649	3.662429688
Ebubastis	M23	0	0	15533125	15555256	10360000	4320000	0.325683	0.0591166	314646	18.2547	2.04169	-0.281347	-0.364225	2.50085e-4	2.48273e-4	5.800614908
Echristi	M23	5	0	16552309	59666597	NA	NA	NA	NA	336917	NA	NA	-0.454173	-0.465894	3.79174e-4	3.80371e-4	0.583839071
Edisa	M23	0	0	16361889	16368765	11280000	3800000	0.353657	0.0673073	339404	16.9868	2.0147	-0.293041	-0.402376	7.06706e-4	7.1519e-4	5.475650501
Eembla	M23	0	0	18385992	18433062	3520000	11560000	-0.37498	0.0788073	334500	15.5637	2.02849	-0.188053	-0.438426	0.00155122	0.00153723	3.304988734
Eepiphron	M23	7	1	17160807	56014570	11160000	3680000	0.243035	0.0367144	326196	4.57195	1.9396	-0.881973	-0.879227	0.00135057	0.00135241	2.3577349
Eeriphyle	M23	0	0	15076871	15109353	9760000	4520000	0.325832	0.0448416	294060	9.93493	2.03509	-0.254863	-0.287	8.05622e-4	7.95914e-4	8.999357329
Eflavofasciata	M23	4	0	17111564	42320112	2600000	12920000	-0.445267	0.276747	329078	2.84997	2.27699	-0.590621	-0.587379	6.66985e-4	6.70294e-4	4.229247049
Egorge	M23	7	1	14576018	33838872	6080000	7920000	-0.218364	0.0365038	307609	6.19369	2.11342	-0.472269	-0.538305	7.2293e-4	7.23975e-4	2.982191831
Eligea	M23	0	0	15234134	15249056	9680000	4360000	0.364537	0.0489228	321217	1.02858	2.42576	-0.22727	-0.350081	0.00237172	0.00237263	3.215907909
Emanto	M23	0	0	15889095	15973057	5960000	9200000	-0.249955	0.0451682	310700	22.4729	2.23982	-0.325503	-0.397897	3.70689e-4	3.8057e-4	4.096203594
Emedusa	M23	5	0	16859841	35828160	4960000	9280000	-0.230635	0.00429474	365556	9.57172	2.13129	-0.322599	-0.512001	2.90672e-4	2.89702e-4	0.784290845
Emelampus	M23	2	0	15226987	32779340	4320000	9920000	-0.280086	0.0837009	311396	6.43396	2.06774	-0.445436	-0.488755	4.80701e-4	4.84967e-4	4.789386508
Emelancholica	M23	8	2	14408670	48572573	2080000	11760000	-0.498104	0.271261	316534	6.18623	2.07532	-0.361753	-0.413262	7.80382e-4	7.84045e-4	2.342226111
Emeolans	M23	5	0	14178868	21694297	9240000	4360000	0.260054	0.0837292	321802	11.5059	2.04035	-0.525481	-0.577419	3.59639e-4	3.60259e-4	2.726303903
Emnestra	M23	5	1	12473845	41174756	3720000	8320000	-0.438875	0.100586	283674	4.8669	2.13455	-0.542354	-0.580517	4.20736e-4	4.21698e-4	2.157153369
Emontana	M23	8	2	16664162	54743242	13080000	2640000	0.511955	0.266371	298519	5.27336	2.08135	-0.402205	-0.460114	2.16865e-4	2.165e-4	2.728690881
Epalarica	M23	5	0	14177625	21893115	10080000	3480000	0.30545	0.0306157	307156	6.75435	2.40429	-0.613501	-0.693212	0.00104373	0.00106411	4.136864979
Epharte	M23	7	1	20304941	52396646	7080000	5440000	0.267982	-0.06721	469950	1.52448	2.73215	-0.490976	-0.581998	0.0026035	0.00259851	4.530223613
Epronoe	M23	8	2	14928688	47411051	6320000	4480000	0.277807	0.0344511	647475	1.66221	2.78972	-0.711316	-0.744052	0.00271571	0.00271735	2.991839579
Erondoui	M23	4	14	16716548	18985737	4960000	10640000	-0.29709	0.0722821	353304	15.6708	1.98808	-0.319904	-0.415112	6.95573e-4	6.96453e-4	5.741024111
Estirius	M23	8	2	15778535	51764746	3240000	11600000	-0.424612	0.232838	296385	2.51229	2.06396	-0.478058	-0.527857	5.58336e-4	5.61759e-4	4.039729276
Esudetica	M23	2	0	15419413	33221992	6120000	8160000	-0.269238	0.0794989	303720	8.98921	2.16073	-0.382299	-0.481856	4.04008e-4	4.06607e-4	3.034309473
Etriaria	M23	5	0	15134073	33856382	6240000	7960000	-0.19976	0.0521525	320435	8.04317	2.11285	-0.427794	-0.493032	8.49208e-4	8.59629e-4	3.185817453
Mcinxia	M23	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M23	0	0	12252299	12260180	NA	NA	NA	NA	298125	31.1646	2.08593	-0.162751	-0.254195	4.01862e-4	4.02552e-4	2.477527769
X2575	M23	0	0	15984703	15996639	10120000	4600000	0.311331	0.0474945	295434	3.90453	2.29231	-0.240833	-0.313093	0.00165556	0.0016825	5.219131175
X2576	M23	0	0	16573911	16705240	11160000	4000000	0.338576	0.0634238	298418	3.67716	2.31709	-0.321396	-0.403384	0.00174453	0.00174586	3.539244956
X3252	M23	0	0	18176207	18318666	3400000	11680000	-0.340458	0.0786055	386804	8.53473	2.27783	-0.171253	-0.30255	0.00134121	0.00134961	4.136277633
X3258	M23	6	13	17505969	55816921	9640000	5120000	0.180969	0.0918833	338412	1.74182	2.16955	-0.494933	-0.554988	0.00137289	0.00137084	3.287600612
X3311	M23	5	0	13800840	32477288	6520000	6080000	0.141849	0.0496737	314070	4.20205	2.14134	-0.36251	-0.436419	0.0018732	0.00187109	2.766107051
X3506	M23	5	0	16768690	55380594	10000000	5240000	0.410944	0.146302	300870	0.412406	2.18641	-0.456457	-0.579486	9.60244e-4	9.59488e-4	3.527843114
X3531	M23	4	14	16515383	58256706	8280000	6800000	0.235142	0.135276	285158	0.84689	2.19754	-0.433792	-0.486503	0.00144196	0.00144003	3.520160856
X3737	M23	6	13	15853085	73356314	8440000	5400000	0.37344	0.0771199	345511	1.02455	2.02186	-0.478021	-0.612401	0.00150458	0.00151337	3.165676458
C0001	M24	6	2	10386935	33384593	2560000	7560000	-0.40515	0.0236116	280086	4.03524	2.56895	-0.458103	-0.463057	0.00107703	0.00106423	3.061745748
C0055	M24	2	0	11573585	13172058	4160000	6440000	-0.132672	0.0285262	297135	4.23462	2.44	-0.246348	-0.273756	0.00133952	0.00134152	4.301857744
C0080	M24	6	4	12570830	100512774	9200000	2600000	0.368829	-0.0529733	292976	0.623295	2.49199	-0.702892	-0.735911	5.2338e-4	5.28179e-4	3.510032495
C0100	M24	5	4	11139097	10127700	5120000	5720000	0.121428	-0.0172432	294441	30.8524	2.44497	-0.234131	-0.234131	2.81938e-4	2.84045e-4	3.581341109
Eaethiops	M24	5	2	11029979	26157013	3600000	6480000	-0.230806	0.010622	288722	14.3964	2.7605	-0.34842	-0.351524	8.6558e-4	8.67479e-4	2.872186815
Ealbergana	M24	3	1	10522465	25275277	3840000	5880000	-0.265281	0.0172704	433000	1.7397	3.43122	-0.59522	-0.592928	0.00155353	0.00155899	3.088263035
Ebubastis	M24	0	0	12262790	12331401	2915907	8760000	-0.306165	0.0597085	290423	24.6285	2.29467	-0.223829	-0.222481	2.39491e-4	2.41617e-4	3.095006634
Echristi	M24	6	4	13120672	41682312	2320000	10160000	-0.493339	-0.00167599	333795	6.12902	2.58996	-0.537551	-0.533976	3.90676e-4	3.97269e-4	2.150615112
Edisa	M24	0	0	13680221	13701603	3360000	8880000	-0.306641	0.0809866	316250	21.5738	2.2459	-0.297601	-0.362278	6.66434e-4	6.6977e-4	3.327168852
Eembla	M24	0	0	13770923	13895811	3160000	8800000	-0.31087	0.0776409	296186	21.7858	2.22624	-0.219713	-0.329682	0.00152866	0.00153351	3.057257745
Eepiphron	M24	7	4	11921301	38966965	2040000	8840000	-0.442512	0.054258	337143	7.18954	2.21779	-0.670184	-0.693359	0.00128902	0.0012773	2.581506125
Eeriphyle	M24	0	0	12578675	12606027	5080000	6760000	0.00504665	0.0525683	299077	12.9729	2.26332	-0.187481	-0.196511	8.18895e-4	8.11991e-4	3.957787368
Eflavofasciata	M24	5	4	12822674	22460935	2560000	9720000	-0.468195	0.187577	313026	6.32078	2.54963	-0.347596	-0.365438	6.58569e-4	6.62267e-4	2.607280845
Egorge	M24	6	2	10388408	33200103	8640000	1440000	0.428478	-0.015114	278343	6.69265	2.38491	-0.507227	-0.50563	6.65542e-4	6.66171e-4	2.681970604
Eligea	M24	0	0	12423938	12430952	3520000	7960000	-0.289684	0.0422972	297333	1.28865	2.67348	-0.253585	-0.273011	0.00231365	0.0022919	3.237485126
Emanto	M24	0	0	12517226	12549477	4200000	7720000	-0.213325	0.0511776	304919	30.5561	2.45984	-0.185813	-0.240641	3.90575e-4	3.97742e-4	2.722516788
Emedusa	M24	5	3	11484515	44867491	1280000	9600000	-0.504377	0.016266	294395	7.20824	2.37001	-0.511452	-0.508971	2.73021e-4	2.74272e-4	2.317209445
Emelampus	M24	3	0	10927267	17850673	2440000	7800000	-0.431029	0.141294	286471	14.5594	2.41644	-0.339481	-0.333428	4.395e-4	4.39935e-4	2.745275963
Emelancholica	M24	9	7	11552398	18769979	2200000	8880000	-0.47211	0.157768	291222	18.9297	2.34256	-0.289353	-0.295182	7.76602e-4	7.8044e-4	2.6604643
Emeolans	M24	4	1	10780482	27369994	2840000	7520000	-0.412817	0.106529	300088	9.32486	2.26516	-0.394948	-0.399256	3.55643e-4	3.54e-4	2.575498643
Emnestra	M24	6	2	10785175	41174756	1880000	8480000	-0.512498	-0.0461855	293914	4.69013	2.2816	-0.568739	-0.573195	4.00247e-4	4.00965e-4	2.954828863
Emontana	M24	9	7	12821354	21264069	1720000	10400000	-0.469646	0.188652	334208	15.5021	2.38864	-0.304463	-0.307032	2.11385e-4	2.11505e-4	2.152118221
Epalarica	M24	4	1	10685544	28095353	2080000	8320000	-0.544866	0.120801	278750	5.43302	2.61878	-0.554539	-0.568402	9.97442e-4	9.79641e-4	2.488813493
Epharte	M24	7	4	14671389	25751287	7840000	1400000	0.588791	0.094199	592550	1.92087	2.88427	-0.367429	-0.50333	0.00247953	0.00248835	2.841685218
Epronoe	M24	9	7	11563209	36587385	5920000	2760000	0.317855	-0.0852668	582222	1.43516	3.04809	-0.585243	-0.580922	0.00271193	0.00272847	2.999801929
Erondoui	M24	6	5	11858841	24316123	6440000	4720000	0.101965	0.0185758	304944	11.8507	2.28151	-0.344181	-0.344181	6.52189e-4	6.54863e-4	3.051880001
Estirius	M24	9	7	12347998	20210227	2080000	9640000	-0.498305	0.18742	290190	8.06612	2.35123	-0.376519	-0.375364	5.23927e-4	5.27833e-4	2.628179669
Esudetica	M24	3	0	11278035	18120919	1760000	8680000	-0.541913	0.133365	279263	19.8019	2.40174	-0.260479	-0.27305	3.6889e-4	3.66151e-4	2.676086213
Etriaria	M24	5	3	11089467	27210377	4520000	5800000	-0.201655	0.0349949	286868	10.991	2.3615	-0.40519	-0.416949	8.05906e-4	7.9446e-4	3.270607825
Mcinxia	M24	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M24	0	0	9366288	9382838	NA	NA	NA	NA	291533	38.1659	2.3144	-0.0671211	-0.0671211	3.59095e-4	3.59286e-4	2.804636564
X2575	M24	0	0	12814640	12864120	4800000	6958641	-0.114363	0.050111	328889	4.80339	2.54801	-0.307097	-0.296909	0.00164744	0.00165346	3.561753598
X2576	M24	0	0	13286752	13310476	4400000	7560000	-0.182244	0.0529625	297512	4.80834	2.49922	-0.222564	-0.230748	0.00169468	0.00164077	3.113852749
X3252	M24	0	0	13962189	14093891	4120000	8560000	-0.262118	0.0732631	375757	10.08	2.64303	-0.143573	-0.189735	0.00126283	0.00126191	2.694377388
X3258	M24	6	4	12648371	45556366	7120000	4640000	0.178896	-0.100316	301100	1.87977	2.40992	-0.643554	-0.644305	0.00132625	0.00130696	2.875203607
X3311	M24	8	7	10537927	29019354	4520000	5680000	-0.0340838	-0.0479784	290562	4.75613	2.32455	-0.479958	-0.479958	0.00179285	0.00177739	2.916452631
X3506	M24	8	7	12525978	20686054	4080000	7640000	-0.125318	0.144923	310316	1.1426	2.50787	-0.411185	-0.400212	8.535e-4	8.47784e-4	3.303997343
X3531	M24	6	5	13246489	72478779	4360000	7920000	-0.465851	-0.108864	294070	0.48322	2.49951	-0.647078	-0.672467	0.001327	0.00133679	3.72715132
X3737	M24	6	4	12456566	46561267	7800000	3800000	0.294586	-0.0657111	289073	1.05886	2.30885	-0.637171	-0.674624	0.00138183	0.0013548500000000001	3.068342255
C0001	M25	6	2	7191121	33384593	2600000	4400000	-0.206676	0.0263382	265308	4.58572	2.66604	-0.377349	-0.377349	9.80877e-4	9.83048e-4	2.292743076
C0055	M25	2	0	7413929	15142388	3000000	3960000	-0.217272	0.00390611	268731	3.33444	2.49069	-0.448591	-0.448591	0.00144405	0.00141149	3.191728331
C0080	M25	6	4	7899386	100512774	5520000	1520000	0.414239	-0.0590739	267481	0.635201	2.52633	-0.654111	-0.654111	5.14471e-4	5.07984e-4	2.167266833
C0100	M25	5	4	7320926	7410055	2760000	4240000	-0.136583	0.0403312	254923	34.6098	2.58305	-0.166683	-0.166683	2.73791e-4	2.75063e-4	2.800185231
Eaethiops	M25	5	2	7230643	23813336	3920000	2720000	0.0686688	0.0614278	244889	16.1013	2.8097	-0.305217	-0.305217	8.59333e-4	8.63393e-4	2.220813899
Ealbergana	M25	4	1	6957879	25213507	2520000	3840000	-0.34127	-0.00288571	1025670	2.17327	3.4705	-0.608656	-0.608656	0.00151905	0.00151466	1.921048624
Ebubastis	M25	0	0	9258864	9297075	2720000	6120000	-0.291862	0.0736026	268781	33.2096	2.40706	-0.0994086	-0.0994086	2.39326e-4	2.42169e-4	2.899151788
Echristi	M25	8	4	9011916	27417447	1440000	7280000	-0.489083	-0.0600272	300429	10.0747	2.59868	-0.348363	-0.348363	3.66649e-4	3.65647e-4	1.899215505
Edisa	M25	0	0	10096332	10138729	2880000	6040000	-0.259214	0.0898223	272529	31.6028	2.23192	-0.45524	-0.453047	6.77959e-4	6.69221e-4	3.833234556
Eembla	M25	0	0	10292460	10384227	2360000	6760000	-0.318831	0.0665926	289094	29.6957	2.25243	-0.52285	-0.522663	0.0014709	0.00146584	4.11453437
Eepiphron	M25	10	4	8398338	26292596	1520000	6160000	-0.328547	0.0398303	289870	11.3745	2.128	-0.558963	-0.558963	0.00119879	0.00120159	2.367566536
Eeriphyle	M25	0	0	8954163	9172582	4200000	4311859	-0.0494325	0.0744087	259344	19.4533	2.38504	-0.197618	-0.197618	7.51642e-4	7.59697e-4	3.297426929
Eflavofasciata	M25	7	4	8693069	42320112	240000	8160000	-0.579187	0.0760567	335375	2.87626	2.60145	-0.382827	-0.382827	6.69848e-4	6.76433e-4	1.833671984
Egorge	M25	6	2	7331519	33200103	6480000	640000	0.587255	0.0102074	231103	7.04306	2.4587	-0.354082	-0.354082	6.87571e-4	6.8925e-4	1.897775197
Eligea	M25	0	0	9073189	9194221	5640000	2720000	0.297367	0.0449732	292034	1.76758	2.78393	-0.0922784	-0.0922784	0.0023584500000000002	0.00238032	2.750562122
Emanto	M25	0	0	9385750	9752669	2640000	6000000	-0.267366	0.0731115	278688	42.625	2.58152	-0.370551	-0.370551	3.31077e-4	3.32e-4	2.578752774
Emedusa	M25	8	1	8012374	67860627	920000	6840000	-0.439455	0.122979	249438	4.42976	2.41375	-0.481292	-0.481292	2.73597e-4	2.75243e-4	1.130465927
Emelampus	M25	3	0	7440080	21913403	1560000	5600000	-0.411221	-0.037841	275800	11.2157	2.51167	-0.434841	-0.434841	4.50208e-4	4.53271e-4	2.136717685
Emelancholica	M25	10	8	7396978	17020046	5840000	1400000	0.398658	-0.0490424	276280	20.9439	2.42864	-0.308303	-0.308303	7.02984e-4	7.00526e-4	2.372765659
Emeolans	M25	6	1	7428921	21694297	6200000	1080000	0.487029	-0.0576729	241310	11.7555	2.31755	-0.463439	-0.463439	3.74463e-4	3.78359e-4	2.042472566
Emnestra	M25	6	2	6758044	41174756	2080000	4440000	-0.243454	0.0285169	223714	5.20653	2.38653	-0.457458	-0.457458	4.06071e-4	4.0783e-4	2.008839625
Emontana	M25	10	8	7983756	18249341	7000000	720000	0.518406	-0.03889	258250	18.5254	2.51931	-0.198822	-0.198822	2.18549e-4	2.19591e-4	1.461162948
Epalarica	M25	6	1	7611727	21893115	6560000	720000	0.382028	0.0493025	281904	7.42468	2.56964	-0.663884	-0.663884	9.72725e-4	9.7497e-4	1.295952871
Epharte	M25	10	4	10384821	36939056	2080000	4240000	-0.404508	-0.165761	637133	1.32171	2.98752	-0.528796	-0.534392	0.00251727	0.00249859	2.741927564
Epronoe	M25	10	8	7503240	24606128	1960000	3800000	-0.296314	-0.159317	570833	1.98093	3.0412	-0.528316	-0.528316	0.00264289	0.00265818	2.35161502
Erondoui	M25	6	5	7833591	21313773	6720000	760000	0.482442	-0.0151091	271037	14.7264	2.3962	-0.412066	-0.412066	6.82349e-4	6.82113e-4	1.925791591
Estirius	M25	10	8	7993058	18257020	6160000	1480000	0.458553	-0.0129001	272893	8.61164	2.44979	-0.333978	-0.333978	5.35754e-4	5.41627e-4	1.555902644
Esudetica	M25	3	0	7459691	22049453	3360000	3680000	-0.164281	0.0329523	226129	16.0399	2.51775	-0.50514	-0.50514	3.72681e-4	3.7397e-4	2.519468241
Etriaria	M25	8	1	6986645	24023702	2360000	4480000	-0.26767	0.110507	300045	13.1321	2.37603	-0.457296	-0.457296	7.78484e-4	7.81069e-4	2.398256934
Mcinxia	M25	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M25	0	0	6910602	6918670	NA	NA	NA	NA	280087	52.4527	2.51498	-0.030916	-0.030916	3.90286e-4	3.89571e-4	1.942031731
X2575	M25	0	0	9717864	9744296	6240000	2760000	0.284732	0.0576786	288226	7.31881	2.62512	-0.181298	-0.181298	0.00151724	0.00151877	2.935200104
X2576	M25	0	0	10427474	10448985	2440000	6840000	-0.289246	0.0548631	295647	7.53091	2.68549	-0.2462	-0.248443	0.00166134	0.00165343	2.57999002
X3252	M25	0	0	11482481	11538255	2520000	7160000	-0.304048	0.076318	339000	13.8206	2.66567	-0.124067	-0.161535	0.00124881	0.00124224	2.284182882
X3258	M25	6	4	7578571	45556366	6520000	600000	0.598286	-0.0200742	238655	2.73403	2.52061	-0.417458	-0.417458	0.00117222	0.00117306	2.027682278
X3311	M25	8	7	7331918	26413045	3640000	3360000	0.0301857	-0.145277	245815	5.6332	2.41706	-0.418493	-0.418493	0.00182475	0.0018194	1.82820164
